0,lower
1,lower
2,lower
3,lower
4,lower
5,lower
6,lower
7,upper
8,upper
9,upper
10,upper
11,upper
12,upper
13,upper
14,upper
15,upper
16,upper
17,upper
18,upper
19,upper
20,upper
21,upper
22,upper
23,upper
24,upper
25,upper
26,upper
27,upper
28,upper
29,upper
30,upper
31,upper
32,upper
33,upper
34,upper
35,upper
36,upper
37,upper
38,upper
39,upper
40,upper
41,upper
42,upper
43,upper
44,lower
45,lower
46,lower
47,lower
48,lower
49,lower
50,lower
51,lower
52,lower
53,lower
54,lower
55,lower
56,upper
57,upper
58,upper
59,upper
60,upper
61,upper
62,upper
63,upper
64,upper
65,upper
66,upper
67,upper
68,upper
69,upper
70,upper
71,upper
72,upper
73,upper
74,upper
75,upper
76,upper
77,upper
78,upper
79,upper
80,lower
81,lower
82,lower
83,lower
84,lower
85,lower
86,lower
87,lower
88,lower
89,lower
90,upper
91,upper
92,upper
93,upper
94,upper
95,upper
96,upper
97,upper
98,upper
99,upper
100,upper
101,upper
102,upper
103,upper
104,upper
105,upper
106,upper
107,upper
108,upper
109,upper
110,upper
111,upper
112,upper
113,upper
114,upper
115,upper
116,upper
117,upper
118,upper
119,upper
120,upper
121,upper
122,upper
123,upper
124,upper
125,upper
126,upper
127,upper
128,upper
129,lower
130,lower
131,lower
132,lower
133,lower
134,lower
135,lower
136,lower
137,lower
138,lower
139,lower
140,lower
141,upper
142,upper
143,upper
144,upper
145,upper
146,upper
147,upper
148,upper
149,upper
150,upper
151,upper
152,upper
153,upper
154,upper
155,upper
156,upper
157,upper
158,upper
159,upper
160,upper
161,upper
162,upper
163,upper
164,upper
165,upper
166,upper
167,upper
168,upper
169,upper
170,upper
171,upper
172,upper
173,upper
174,upper
175,upper
176,upper
177,upper
178,upper
179,lower
180,lower
181,lower
182,lower
183,lower
184,lower
185,lower
186,lower
187,upper
188,upper
189,upper
190,upper
191,upper
192,upper
193,upper
194,upper
195,upper
196,upper
197,upper
198,upper
199,upper
200,upper
201,upper
202,upper
203,upper
204,upper
205,upper
206,upper
207,upper
208,upper
209,upper
210,upper
211,upper
212,upper
213,upper
214,upper
215,upper
216,upper
217,upper
218,upper
219,upper
220,lower
221,lower
222,lower
223,lower
224,lower
225,lower
226,lower
227,lower
228,lower
229,lower
230,lower
231,lower
232,upper
233,upper
234,upper
235,upper
236,upper
237,upper
238,upper
239,upper
240,upper
241,upper
242,upper
243,upper
244,upper
245,upper
246,upper
247,upper
248,upper
249,upper
250,upper
251,upper
252,upper
253,upper
254,upper
255,upper
256,upper
257,upper
258,upper
259,upper
260,upper
261,upper
262,upper
263,upper
264,upper
265,upper
266,upper
267,lower
268,lower
269,lower
270,lower
271,lower
272,lower
273,lower
274,lower
275,lower
276,lower
277,lower
278,upper
279,upper
280,upper
281,upper
282,upper
283,upper
284,upper
285,upper
286,upper
287,upper
288,upper
289,upper
290,upper
291,upper
292,upper
293,upper
294,upper
295,upper
296,upper
297,upper
298,upper
299,upper
300,upper
301,upper
302,upper
303,upper
304,upper
305,upper
306,upper
307,upper
308,upper
309,upper
310,lower
311,lower
312,lower
313,lower
314,lower
315,lower
316,upper
317,upper
318,upper
319,upper
320,upper
321,upper
322,upper
323,upper
324,upper
325,upper
326,upper
327,upper
328,upper
329,upper
330,upper
331,upper
332,upper
333,upper
334,upper
335,upper
336,upper
337,upper
338,upper
339,upper
340,upper
341,upper
342,upper
343,upper
344,lower
345,lower
346,lower
347,lower
348,lower
349,lower
350,lower
351,lower
352,lower
353,lower
354,lower
355,lower
356,upper
357,upper
358,upper
359,upper
360,upper
361,upper
362,upper
363,upper
364,upper
365,upper
366,upper
367,upper
368,upper
369,upper
370,upper
371,upper
372,upper
373,upper
374,upper
375,upper
376,upper
377,upper
378,upper
379,upper
380,lower
381,lower
382,lower
383,lower
384,lower
385,lower
386,lower
387,lower
388,lower
389,lower
390,lower
391,lower
392,upper
393,upper
394,upper
395,upper
396,upper
397,upper
398,upper
399,upper
400,upper
401,upper
402,upper
403,upper
404,upper
405,upper
406,upper
407,upper
408,upper
409,upper
410,upper
411,upper
412,upper
413,upper
414,upper
415,upper
416,upper
417,upper
418,upper
419,upper
420,upper
421,upper
422,upper
423,upper
424,upper
425,upper
426,upper
427,upper
428,upper
429,upper
430,upper
431,upper
432,upper
433,upper
434,upper
435,lower
436,lower
437,lower
438,lower
439,lower
440,lower
441,lower
442,lower
443,lower
444,lower
445,lower
446,lower
447,lower
448,upper
449,upper
450,upper
451,upper
452,upper
453,upper
454,upper
455,upper
456,upper
457,upper
458,upper
459,upper
460,upper
461,upper
462,upper
463,upper
464,upper
465,upper
466,upper
467,upper
468,upper
469,upper
470,upper
471,upper
472,upper
473,upper
474,upper
475,upper
476,upper
477,lower
478,lower
479,lower
480,lower
481,upper
482,upper
483,upper
484,upper
485,upper
486,upper
487,upper
488,upper
489,upper
490,upper
491,upper
492,upper
493,upper
494,upper
495,upper
496,upper
497,upper
498,upper
499,upper
500,upper
501,upper
502,upper
503,upper
504,upper
505,upper
506,upper
507,upper
508,upper
509,upper
510,upper
511,upper
512,upper
513,upper
514,upper
515,upper
516,upper
517,upper
518,upper
519,upper
520,upper
521,lower
522,lower
523,lower
524,lower
525,lower
526,lower
527,upper
528,upper
529,upper
530,upper
531,upper
532,upper
533,upper
534,upper
535,upper
536,upper
537,upper
538,upper
539,upper
540,upper
541,upper
542,upper
543,upper
544,upper
545,upper
546,upper
547,upper
548,upper
549,upper
550,upper
551,upper
552,lower
553,lower
554,lower
555,lower
556,lower
557,lower
558,lower
559,lower
560,lower
561,lower
562,lower
563,lower
564,upper
565,upper
566,upper
567,upper
568,upper
569,upper
570,upper
571,upper
572,upper
573,upper
574,upper
575,upper
576,upper
577,upper
578,upper
579,upper
580,upper
581,upper
582,upper
583,upper
584,upper
585,upper
586,upper
587,upper
588,upper
589,upper
590,upper
591,upper
592,upper
593,upper
594,upper
595,upper
596,lower
597,lower
598,upper
599,upper
600,upper
601,upper
602,upper
603,upper
604,upper
605,upper
606,upper
607,upper
608,upper
609,upper
610,upper
611,upper
612,upper
613,upper
614,upper
615,upper
616,upper
617,upper
618,upper
619,upper
620,upper
621,upper
622,upper
623,upper
624,upper
625,upper
626,upper
627,upper
628,lower
629,lower
630,lower
631,lower
632,lower
633,lower
634,lower
635,upper
636,upper
637,upper
638,upper
639,upper
640,upper
641,upper
642,upper
643,upper
644,upper
645,upper
646,upper
647,upper
648,upper
649,upper
650,upper
651,upper
652,upper
653,upper
654,upper
655,upper
656,upper
657,upper
658,upper
659,upper
660,upper
661,upper
662,upper
663,upper
664,upper
665,upper
666,upper
667,lower
668,lower
669,lower
670,lower
671,lower
672,lower
673,lower
674,lower
675,upper
676,upper
677,upper
678,upper
679,upper
680,upper
681,upper
682,upper
683,upper
684,upper
685,upper
686,upper
687,upper
688,upper
689,upper
690,upper
691,upper
692,upper
693,upper
694,upper
695,upper
696,upper
697,upper
698,upper
699,upper
700,upper
701,upper
702,upper
703,upper
704,upper
705,upper
706,upper
707,upper
708,upper
709,lower
710,lower
711,lower
712,lower
713,lower
714,lower
715,lower
716,lower
717,lower
718,lower
719,upper
720,upper
721,upper
722,upper
723,upper
724,upper
725,upper
726,upper
727,upper
728,upper
729,upper
730,upper
731,upper
732,upper
733,upper
734,upper
735,upper
736,upper
737,upper
738,upper
739,upper
740,upper
741,upper
742,upper
743,upper
744,upper
745,upper
746,upper
747,upper
748,upper
749,upper
750,upper
751,upper
752,upper
753,upper
754,upper
755,lower
756,lower
757,lower
758,lower
759,lower
760,lower
761,lower
762,upper
763,upper
764,upper
765,upper
766,upper
767,upper
768,upper
769,upper
770,upper
771,upper
772,upper
773,upper
774,upper
775,upper
776,upper
777,upper
778,upper
779,upper
780,upper
781,upper
782,upper
783,upper
784,upper
785,upper
786,upper
787,upper
788,upper
789,upper
790,upper
791,upper
792,upper
793,upper
794,upper
795,upper
796,upper
797,upper
798,upper
799,upper
800,upper
801,upper
802,upper
803,upper
804,upper
805,upper
806,upper
807,lower
808,lower
809,lower
810,lower
811,lower
812,lower
813,lower
814,lower
815,lower
816,lower
817,lower
818,lower
819,upper
820,upper
821,upper
822,upper
823,upper
824,upper
825,upper
826,upper
827,upper
828,upper
829,upper
830,upper
831,upper
832,upper
833,upper
834,upper
835,upper
836,upper
837,upper
838,upper
839,upper
840,upper
841,upper
842,upper
843,upper
844,upper
845,upper
846,upper
847,upper
848,upper
849,upper
850,upper
851,upper
852,upper
853,upper
854,upper
855,upper
856,upper
857,upper
858,upper
859,upper
860,upper
861,upper
862,upper
863,upper
864,upper
865,upper
866,lower
867,lower
868,lower
869,lower
870,lower
871,lower
872,lower
873,lower
874,lower
875,lower
876,lower
877,upper
878,upper
879,upper
880,upper
881,upper
882,upper
883,upper
884,upper
885,upper
886,upper
887,upper
888,upper
889,upper
890,upper
891,upper
892,upper
893,upper
894,upper
895,upper
896,upper
897,upper
898,upper
899,upper
900,upper
901,upper
902,upper
903,upper
904,upper
905,upper
906,upper
907,upper
908,upper
909,upper
910,upper
911,upper
912,upper
913,upper
914,upper
915,upper
916,upper
917,upper
918,upper
919,lower
920,lower
921,lower
922,lower
923,lower
924,lower
925,lower
926,lower
927,lower
928,lower
929,lower
930,lower
931,lower
932,upper
933,upper
934,upper
935,upper
936,upper
937,upper
938,upper
939,upper
940,upper
941,upper
942,upper
943,upper
944,upper
945,upper
946,upper
947,upper
948,upper
949,upper
950,upper
951,upper
952,upper
953,upper
954,upper
955,upper
956,upper
957,upper
958,upper
959,upper
960,upper
961,upper
962,upper
963,upper
964,upper
965,upper
966,upper
967,upper
968,upper
969,upper
970,upper
971,upper
972,upper
973,lower
974,lower
975,lower
976,lower
977,lower
978,lower
979,lower
980,lower
981,lower
982,lower
983,lower
984,lower
985,lower
986,upper
987,upper
988,upper
989,upper
990,upper
991,upper
992,upper
993,upper
994,upper
995,upper
996,upper
997,upper
998,upper
999,upper
1000,upper
1001,upper
1002,upper
1003,upper
1004,upper
1005,upper
1006,upper
1007,upper
1008,upper
1009,upper
1010,upper
1011,upper
1012,upper
1013,upper
1014,upper
1015,upper
1016,upper
1017,upper
1018,upper
1019,upper
1020,upper
1021,upper
1022,upper
1023,upper
1024,upper
1025,upper
1026,upper
1027,upper
1028,upper
1029,upper
1030,upper
1031,upper
1032,upper
1033,upper
1034,upper
1035,upper
1036,lower
1037,lower
1038,lower
1039,lower
1040,lower
1041,lower
1042,lower
1043,lower
1044,lower
1045,lower
1046,lower
1047,upper
1048,upper
1049,upper
1050,upper
1051,upper
1052,upper
1053,upper
1054,upper
1055,upper
1056,upper
1057,upper
1058,upper
1059,upper
1060,upper
1061,upper
1062,upper
1063,upper
1064,upper
1065,upper
1066,upper
1067,upper
1068,upper
1069,upper
1070,upper
1071,upper
1072,upper
1073,upper
1074,upper
1075,upper
1076,upper
1077,upper
1078,upper
1079,upper
1080,upper
1081,upper
1082,upper
1083,upper
1084,upper
1085,upper
1086,upper
1087,upper
1088,upper
1089,upper
1090,upper
1091,lower
1092,lower
1093,lower
1094,lower
1095,lower
1096,lower
1097,lower
1098,lower
1099,lower
1100,lower
1101,lower
1102,lower
1103,upper
1104,upper
1105,upper
1106,upper
1107,upper
1108,upper
1109,upper
1110,upper
1111,upper
1112,upper
1113,upper
1114,upper
1115,upper
1116,upper
1117,upper
1118,upper
1119,upper
1120,upper
1121,upper
1122,upper
1123,upper
1124,upper
1125,upper
1126,upper
1127,upper
1128,upper
1129,upper
1130,upper
1131,upper
1132,upper
1133,upper
1134,upper
1135,upper
1136,upper
1137,upper
1138,lower
1139,lower
1140,lower
1141,lower
1142,lower
1143,lower
1144,lower
1145,lower
1146,lower
1147,lower
1148,upper
1149,upper
1150,upper
1151,upper
1152,upper
1153,upper
1154,upper
1155,upper
1156,upper
1157,upper
1158,upper
1159,upper
1160,upper
1161,upper
1162,upper
1163,upper
1164,upper
1165,upper
1166,upper
1167,upper
1168,upper
1169,upper
1170,upper
1171,upper
1172,upper
1173,upper
1174,upper
1175,upper
1176,upper
1177,upper
1178,upper
1179,upper
1180,upper
1181,lower
1182,lower
1183,lower
1184,lower
1185,lower
1186,lower
1187,lower
1188,lower
1189,lower
1190,lower
1191,lower
1192,lower
1193,lower
1194,lower
1195,upper
1196,upper
1197,upper
1198,upper
1199,upper
1200,upper
1201,upper
1202,upper
1203,upper
1204,upper
1205,upper
1206,upper
1207,upper
1208,upper
1209,upper
1210,upper
1211,upper
1212,upper
1213,upper
1214,upper
1215,upper
1216,upper
1217,upper
1218,upper
1219,upper
1220,upper
1221,upper
1222,upper
1223,upper
1224,upper
1225,upper
1226,upper
1227,upper
1228,upper
1229,upper
1230,upper
1231,upper
1232,upper
1233,lower
1234,lower
1235,lower
1236,lower
1237,lower
1238,lower
1239,lower
1240,lower
1241,lower
1242,lower
1243,lower
1244,lower
1245,lower
1246,upper
1247,upper
1248,upper
1249,upper
1250,upper
1251,upper
1252,upper
1253,upper
1254,upper
1255,upper
1256,upper
1257,upper
1258,upper
1259,upper
1260,upper
1261,upper
1262,upper
1263,upper
1264,upper
1265,upper
1266,upper
1267,upper
1268,upper
1269,upper
1270,upper
1271,upper
1272,upper
1273,upper
1274,lower
1275,lower
1276,lower
1277,lower
1278,lower
1279,lower
1280,lower
1281,lower
1282,lower
1283,lower
1284,lower
1285,upper
1286,upper
1287,upper
1288,upper
1289,upper
1290,upper
1291,upper
1292,upper
1293,upper
1294,upper
1295,upper
1296,upper
1297,upper
1298,upper
1299,upper
1300,upper
1301,upper
1302,upper
1303,upper
1304,lower
1305,lower
1306,lower
1307,lower
1308,lower
1309,lower
1310,lower
1311,upper
1312,upper
1313,upper
1314,upper
1315,upper
1316,upper
1317,upper
1318,upper
1319,upper
1320,upper
1321,upper
1322,upper
1323,upper
1324,upper
1325,upper
1326,upper
1327,upper
1328,upper
1329,upper
1330,upper
1331,upper
1332,upper
1333,upper
1334,upper
1335,upper
1336,upper
1337,upper
1338,upper
1339,upper
1340,upper
1341,upper
1342,upper
1343,upper
1344,upper
1345,upper
1346,upper
1347,upper
1348,lower
1349,lower
1350,lower
1351,lower
1352,lower
1353,lower
1354,lower
1355,lower
1356,lower
1357,lower
1358,lower
1359,lower
1360,lower
1361,lower
1362,lower
1363,lower
1364,lower
1365,lower
1366,lower
1367,lower
1368,upper
1369,upper
1370,upper
1371,upper
1372,upper
1373,upper
1374,upper
1375,upper
1376,upper
1377,upper
1378,upper
1379,upper
1380,upper
1381,upper
1382,upper
1383,upper
1384,upper
1385,upper
1386,upper
1387,upper
1388,upper
1389,upper
1390,upper
1391,upper
1392,upper
1393,upper
1394,upper
1395,upper
1396,upper
1397,upper
1398,upper
1399,upper
1400,upper
1401,upper
1402,upper
1403,upper
1404,upper
1405,upper
1406,upper
1407,upper
1408,upper
1409,lower
1410,lower
1411,lower
1412,lower
1413,lower
1414,lower
1415,lower
1416,lower
1417,lower
1418,lower
1419,lower
1420,lower
1421,upper
1422,upper
1423,upper
1424,upper
1425,lower
1426,lower
1427,lower
1428,lower
1429,lower
1430,lower
1431,lower
1432,lower
1433,lower
1434,upper
1435,upper
1436,upper
1437,upper
1438,upper
1439,upper
1440,upper
1441,upper
1442,upper
1443,upper
1444,upper
1445,upper
1446,upper
1447,upper
1448,upper
1449,upper
1450,upper
1451,upper
1452,upper
1453,upper
1454,upper
1455,upper
1456,upper
1457,upper
1458,upper
1459,upper
1460,upper
1461,upper
1462,upper
1463,upper
1464,upper
1465,upper
1466,upper
1467,upper
1468,lower
1469,lower
1470,lower
1471,lower
1472,lower
1473,lower
1474,lower
1475,upper
1476,upper
1477,upper
1478,upper
1479,upper
1480,upper
1481,upper
1482,upper
1483,upper
1484,upper
1485,upper
1486,upper
1487,upper
1488,upper
1489,upper
1490,upper
1491,upper
1492,upper
1493,upper
1494,upper
1495,upper
1496,upper
1497,upper
1498,upper
1499,upper
1500,upper
1501,upper
1502,upper
1503,upper
1504,upper
1505,upper
1506,lower
1507,lower
1508,lower
1509,lower
1510,lower
1511,lower
1512,lower
1513,lower
1514,lower
1515,lower
1516,upper
1517,upper
1518,upper
1519,upper
1520,upper
1521,upper
1522,upper
1523,upper
1524,upper
1525,upper
1526,upper
1527,upper
1528,upper
1529,upper
1530,upper
1531,upper
1532,upper
1533,upper
1534,upper
1535,upper
1536,upper
1537,upper
1538,upper
1539,upper
1540,upper
1541,upper
1542,upper
1543,upper
1544,upper
1545,upper
1546,upper
1547,upper
1548,upper
1549,upper
1550,upper
1551,upper
1552,upper
1553,upper
1554,upper
1555,upper
1556,upper
1557,upper
1558,upper
1559,upper
1560,upper
1561,upper
1562,upper
1563,upper
1564,upper
1565,upper
1566,upper
1567,lower
1568,lower
1569,lower
1570,lower
1571,lower
1572,lower
1573,lower
1574,lower
1575,lower
1576,lower
1577,lower
1578,upper
1579,upper
1580,upper
1581,upper
1582,upper
1583,upper
1584,upper
1585,upper
1586,upper
1587,upper
1588,upper
1589,upper
1590,upper
1591,upper
1592,upper
1593,upper
1594,upper
1595,upper
1596,upper
1597,upper
1598,upper
1599,upper
1600,upper
1601,upper
1602,upper
1603,upper
1604,upper
1605,upper
1606,upper
1607,upper
1608,upper
1609,upper
1610,upper
1611,upper
1612,upper
1613,upper
1614,upper
1615,upper
1616,upper
1617,upper
1618,upper
1619,upper
1620,upper
1621,upper
1622,upper
1623,upper
1624,upper
1625,upper
1626,upper
1627,upper
1628,upper
1629,upper
1630,upper
1631,upper
1632,upper
1633,upper
1634,upper
1635,upper
1636,upper
1637,upper
1638,upper
1639,upper
1640,upper
1641,upper
1642,upper
1643,upper
1644,upper
1645,upper
1646,upper
1647,upper
1648,upper
1649,upper
1650,upper
1651,upper
1652,upper
1653,upper
1654,upper
1655,lower
1656,lower
1657,lower
1658,lower
1659,lower
1660,lower
1661,lower
1662,upper
1663,upper
1664,upper
1665,upper
1666,lower
1667,lower
1668,upper
1669,upper
1670,upper
1671,upper
1672,upper
1673,upper
1674,upper
1675,upper
1676,upper
1677,upper
1678,upper
1679,upper
1680,upper
1681,upper
1682,upper
1683,upper
1684,upper
1685,upper
1686,upper
1687,upper
1688,upper
1689,upper
1690,upper
1691,upper
1692,upper
1693,upper
1694,upper
1695,upper
1696,upper
1697,upper
1698,upper
1699,upper
1700,upper
1701,upper
1702,upper
1703,upper
1704,upper
1705,upper
1706,upper
1707,upper
1708,lower
1709,lower
1710,lower
1711,lower
